"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"15424",3.93547952988883,-3.81977642089084,0.924979929676114,-4.12957762470409,3.63430284737076e-05,0.000117174607474414
"17129",1516.12254745403,-0.76762029777076,0.185896799483449,-4.1292819451639,3.63897939406087e-05,0.000117304845208058
"59026",9451.85529630762,-0.394819908833938,0.0956316432201226,-4.12854883111389,3.65059918006114e-05,0.000117658817963357
"319181",73.0415826186983,2.23939941975163,0.542439234749369,4.12838761706892,3.65315912785686e-05,0.000117720719323116
"381633",78.688265776255,1.87000514086096,0.452978107352411,4.12824617902808,3.65540645233678e-05,0.000117772526696198
"17930",8.70736847375816,-4.39223545474444,1.06398304256265,-4.12810663238161,3.65762501060611e-05,0.00011782338929372
"26569",997.933647136171,1.48420754085631,0.359642903298232,4.12689233471553,3.6769843500429e-05,0.000118426294975232
"268595",3.63931212206487,-4.14178486298696,1.00369362143175,-4.12654297541394,3.68257212139349e-05,0.000118585520236478
"57754",4.89060654381004,-4.57856092696973,1.10957874794653,-4.12639565730974,3.68493079295125e-05,0.000118635223187454
"100503498",20.2004670507269,-1.38689720729122,0.336106194609707,-4.12636609956478,3.68540420698548e-05,0.000118635223187454
"71897",6.62135713989193,-3.67657117537177,0.891094789078719,-4.12590357438055,3.69281980511836e-05,0.000118853156916001
"19184",1913.42063482149,0.513279390249831,0.124406129974447,4.12583680848573,3.69389142221375e-05,0.000118866869551244
"76184",11.4259990280786,-2.25389927500425,0.546428435404834,-4.12478401372798,3.71082824577198e-05,0.000119391019551633
"66501",2.35464654277658,-4.52372196725838,1.09683920677188,-4.12432555230426,3.71822675886656e-05,0.000119608157426642
"100504589",2.64660713582821,-4.6872910401566,1.13655160324382,-4.12413393881867,3.72132310765724e-05,0.000119686851321035
"332221",35.6773207632577,4.73895972266794,1.1491542851108,4.12386725095927,3.72563668399186e-05,0.000119804659906291
"246703",633.510533769287,0.569004053401495,0.137981786460481,4.12376204133625,3.72733971565239e-05,0.000119838495170783
"68197",1293.89205272297,1.33180205225352,0.32299215873494,4.12332626733039,3.73440147724233e-05,0.000120044578213099
"66866",555.116165885552,-0.555429152921814,0.134711258023329,-4.12310864787282,3.73793277589498e-05,0.000120137120269775
"12181",1342.67264005509,0.857748008422439,0.208039737899641,4.12300081264389,3.73968378646679e-05,0.000120172421571052
"217057",228.985695240702,0.769924150373935,0.186741711561561,4.12293613427722,3.74073439662811e-05,0.000120185207546874
"21848",628.48292686425,0.964969422626117,0.234190286103287,4.12045024873717,3.78132715952027e-05,0.000121468208283752
"68047",893.532345239726,0.52576652182052,0.127610940614785,4.12007402568745,3.78750692963627e-05,0.000121645499904749
"20462",3315.31350990838,-0.474579274020411,0.115224457185739,-4.11873733764178,3.80954075221968e-05,0.000122331834444752
"67838",1797.0622893134,1.24505991415891,0.302317033976148,4.11839153680351,3.81526067553268e-05,0.000122494149640075
"22776",37.1465438514249,-3.10355458130262,0.753631748624677,-4.11813141758741,3.81956870297972e-05,0.000122611085299801
"100504056",15.7569181582597,-1.29776818004832,0.315209736580664,-4.11715765549081,3.83573693319365e-05,0.000123108635438199
"237052",160.875404962497,-1.23094518714454,0.29905997116108,-4.11604796979507,3.85424121936563e-05,0.000123680975204216
"21414",476.494643390228,-3.1519520243195,0.765879370730186,-4.11546797678392,3.86394643332938e-05,0.000123970806197759
"219094",1130.66912594909,-0.600525063120178,0.145930040761225,-4.11515723553297,3.86915570759494e-05,0.000124116313665411
"381339",10.3683106484006,-2.97516861136322,0.723022651753954,-4.11490373661997,3.8734103063604e-05,0.000124231151316868
"100503041",257.943576023513,-1.78070309628075,0.432918539570291,-4.11325210985015,3.9012392903336e-05,0.000125101914059409
"18208",942.892787245847,2.70099339055217,0.656680597180245,4.11310064915897,3.90380079542284e-05,0.00012516225674059
"18016",3218.7575228467,-1.10993421688517,0.269932302438476,-4.11189845327293,3.92418904188104e-05,0.000125788315225613
"64931",3.41140575305635,-5.07615273801889,1.23451234177381,-4.11186876489643,3.92469380856538e-05,0.000125788315225613
"100043597",3373.11978632403,-0.433483682830267,0.105427135348319,-4.11168985478062,3.92773697280239e-05,0.000125863941664132
"13846",1136.34728025926,-1.38802394600301,0.33759471951965,-4.11150964676811,3.93080447743656e-05,0.000125940321633964
"68303",1277.73030833765,-1.38490997350774,0.336891774267418,-4.11084531974481,3.94213231853517e-05,0.00012628128458801
"20729",1430.32044222663,-0.874035083425635,0.212651203364852,-4.11018169469761,3.95347911870185e-05,0.000126622736150038
"234663",1799.26404075636,-0.80081550715295,0.194861050789249,-4.1096745804736,3.96217074986733e-05,0.00012687904350836
"109929",78.1802741003328,-0.658133525569368,0.160151349989879,-4.10944725480589,3.96607285836894e-05,0.000126981915390623
"622127",164.482792722821,6.90356662920357,1.68028173900678,4.10857683502786,3.98104760075477e-05,0.000127439202838487
"192199",1634.88116657657,3.78603589325398,0.9215109261157,4.10850895627756,3.98221764258841e-05,0.000127454499309891
"113868",1367.41349278994,0.768664014737881,0.187094300680472,4.1084309460107,3.98356272678668e-05,0.000127475391880993
"14884",1395.11366084438,0.70214094466894,0.170911645657768,4.10821007525083,3.98737340769813e-05,0.000127575163433442
"56456",1045.10012407795,0.674631043294111,0.164222988553165,4.1080183063147,3.99068480069234e-05,0.000127658928483579
"74841",4693.36656509755,2.29926879626436,0.559713912707085,4.10793575800864,3.99211101677264e-05,0.0001276823695533
"100502898",2.04709641522211,-4.33663756622494,1.05568395833962,-4.10789378010974,3.99283646920265e-05,0.000127683393378653
"212647",967.377129225063,-1.466275770901,0.356949937202207,-4.10779108799891,3.99461169816093e-05,0.000127717980896401
"67418",1193.4595458325,-0.434667655555824,0.10582384838878,-4.10746407519526,4.00026972974216e-05,0.000127876678009969
"94219",292.407873812234,0.791262568225384,0.192651118447639,4.10723059695313,4.00431406294083e-05,0.000127983743865526
"94245",395.883270460525,-0.583803982598153,0.142145271882421,-4.10709392487612,4.00668331041935e-05,0.000128037243656285
"16680",9.31316539593861,-3.02908844206667,0.737737876082743,-4.10591422816813,4.02718904423287e-05,0.000128670192384973
"67843",1213.99377735533,1.15532772246663,0.281426751127813,4.10525196285239,4.03874428523815e-05,0.000129016999521322
"74763",749.796739494399,1.11946276044148,0.272730659682609,4.10464581336126,4.04934798558684e-05,0.00012933329481112
"68184",924.993593747152,0.898508802958998,0.21898357299186,4.10308769138768,4.07672642407538e-05,0.000130185160677246
"68128",219.932564829503,-0.839743570686246,0.204763495797038,-4.10104138639342,4.11294984360795e-05,0.000131319135547691
"76161",3.12764612939306,-4.94536728440148,1.20605396120105,-4.10045275211123,4.12342619927167e-05,0.00013163080202356
"97484",320.568483486932,0.902966486548158,0.22024914445042,4.09975025692518,4.13596216201867e-05,0.000132008097225255
"54646",41.3117643882309,-1.7645347650869,0.430450614893356,-4.09927342193265,4.14449183331464e-05,0.000132257414431235
"68632",26.2920968896305,-2.70204752636338,0.659267722474321,-4.09855880130492,4.15730629478843e-05,0.000132643356101091
"66205",94.6485318507856,-1.69306409724816,0.413099694654111,-4.098439478794,4.15944962596911e-05,0.000132688749069593
"16538",27.0543140705992,2.40091157201019,0.585844412170038,4.09820683125904,4.16363157373284e-05,0.000132799148046324
"218397",1918.1063642823,-0.544741326810705,0.132952544260157,-4.09726139384572,4.18066733408007e-05,0.000133296324887301
"320253",346.093386332376,-1.64831374653765,0.402292564364141,-4.09730105040087,4.17995143896675e-05,0.000133296324887301
"74477",294.330788707878,-0.592742612168479,0.144678814477577,-4.0969551368583,4.18619992044729e-05,0.000133449617616337
"544864",66.6598654317841,0.955887974449762,0.233369312443018,4.09603115526667,4.20293393580819e-05,0.000133959879799266
"76775",433.188254649837,0.721289870343514,0.176118811661958,4.09547318390927,4.21306993892868e-05,0.000134259703678598
"236690",8.07368155797523,-2.06020741980712,0.503095895826962,-4.09505908693742,4.22060733492631e-05,0.000134476627198474
"217864",1271.41971147719,-0.561960473100486,0.13723742430974,-4.0948048677463,4.22524097048731e-05,0.000134577688963126
"20843",2617.87881578742,-0.616814953789651,0.150633436691771,-4.09480768238588,4.22518964183517e-05,0.000134577688963126
"226178",1171.81299530497,0.470328875340443,0.114881672500164,4.09402879593151,4.23941625177381e-05,0.00013500583093032
"240121",22.3992723528675,-1.5206529760725,0.371450693243124,-4.09382188197235,4.24320323443951e-05,0.000135103062693645
"192236",223.32118735374,0.624958438083656,0.152672381026776,4.09346100375581,4.24981578430738e-05,0.000135290210989716
"545056",368.640422931916,0.730553804144967,0.178483166637937,4.0931243988232,4.25599237390662e-05,0.000135463418462822
"26909",85.8729995707815,2.334302347598,0.570329068318661,4.09290439023134,4.26003406037578e-05,0.000135568626259418
"67398",3529.84270307815,1.47508183259156,0.360403427577537,4.09286294113895,4.26079591194676e-05,0.000135569440343314
"14755",925.512646533839,1.17284431521222,0.286590357140348,4.09240676104765,4.26918923593302e-05,0.000135813029373246
"76863",1054.77081080784,0.610610682255164,0.149213044125455,4.09220712461155,4.27286730790832e-05,0.000135906556815539
"109135",918.209737787804,-0.767647494002602,0.187592448747735,-4.09210231609533,4.27479948760675e-05,0.000135944530164599
"654409",41.2893991384688,-1.21831757117271,0.29775470093501,-4.09168207033153,4.28255518546546e-05,0.000136167654342904
"207742",853.65979719849,-1.11845185979645,0.273374947430665,-4.09127416505536,4.29009590291458e-05,0.000136383867162234
"619973",303.516127783918,2.36076619223551,0.577089078909939,4.09081765452008,4.29855009505913e-05,0.000136629040048893
"70160",750.881356477336,0.649475888422945,0.158772980210672,4.09059455557974,4.30268744717943e-05,0.000136736941603236
"116748",87.358742733276,0.863825272266126,0.211176108293302,4.09054451873106,4.30361589506566e-05,0.000136742846377643
"66180",495.628266258748,-1.2259745871689,0.299754425558936,-4.08992989805871,4.31503587166422e-05,0.000137082048835323
"98303",2.8074836996834,-4.26325649302356,1.04246178286654,-4.08960459087578,4.3210918791964e-05,0.000137250758619361
"67694",232.567901506816,-1.34165564706353,0.328161868373401,-4.08839593007472,4.34366334367516e-05,0.000137943899874251
"100862235",3.27515533548709,-3.96117457123564,0.968915164384918,-4.08825737984011,4.346257871104e-05,0.000138002493844866
"227695",379.389215454083,1.55743346829859,0.38097790296551,4.08798897829931,4.35128821053253e-05,0.000138138396242302
"30841",624.858329789919,-0.45741734572843,0.111894432931317,-4.08793658223553,4.35227085339225e-05,0.00013814577352786
"14062",692.215201345597,-1.29664694646002,0.317211284252013,-4.08764445286845,4.35775334666136e-05,0.000138295953760903
"100042605",3.25478083254282,4.28148860872768,1.04747862855487,4.08742335357672,4.36190714860067e-05,0.000138403922673073
"60409",517.282766569483,0.610773372330253,0.149454872548314,4.08667420416695,4.37600939047266e-05,0.000138827465380381
"76670",11.2823193794473,-1.97032385092973,0.482190292414705,-4.08619559938209,4.38504143767541e-05,0.000139090039607093
"93716",8.77204930777291,-2.38713691825075,0.584252538439247,-4.08579640000824,4.39258849899812e-05,0.000139305428921895
"19224",856.96902648289,3.39791797226078,0.831679094807581,4.08561185855817,4.39608150903577e-05,0.000139368197014249
"99382",1586.98271510612,0.978517747837113,0.239502927499971,4.0856191531823,4.3959433860158e-05,0.000139368197014249
"72495",35.3837550684405,0.982308435369987,0.240447426192964,4.0853356216908,4.40131505867613e-05,0.000139510094982619
"228836",1020.4400786571,-1.20399761841585,0.294723402700347,-4.08517819550281,4.40430027897367e-05,0.000139580690252568
"11950",2648.16288116266,1.02985942188345,0.252156283136622,4.08421082779625,4.42268635235005e-05,0.000140121276065987
"22335",436.69373908967,0.458761618923116,0.112325925182349,4.08420067031155,4.42287979414282e-05,0.000140121276065987
"78286",1696.12521889041,-2.69816197367264,0.660669404564486,-4.08398202645886,4.42704565089069e-05,0.000140229127076983
"114604",341.949050482916,0.754735967409324,0.18482367842499,4.08354586295951,4.43536706454796e-05,0.000140468547917994
"19895",718.504472737812,0.649025150940511,0.158971678861256,4.0826463907886,4.45257465317056e-05,0.000140989264125244
"269582",342.099873373001,2.26087877335937,0.553835732408765,4.08221904268664,4.46077231866041e-05,0.000141224554166943
"171504",388.279323401148,2.322295884358,0.568893957601806,4.08212436311984,4.46259045891848e-05,0.000141257827265027
"239029",11.8805129134648,3.43179734753678,0.840715631879458,4.08199540653817,4.4650679544017e-05,0.000141311956418698
"110557",619.750931246386,1.4488094169616,0.355038012547301,4.08071633391249,4.48971205669807e-05,0.000142067482557109
"14731",855.216130228191,0.727153428670974,0.178204603929163,4.08044131654431,4.49502768576065e-05,0.000142211245322871
"14569",4943.63816526824,0.715881546080863,0.175448046661827,4.08030502306312,4.49766422392091e-05,0.000142270213631774
"19268",7562.72207671002,0.671961297109003,0.164697085453741,4.07998292901022,4.50390082329052e-05,0.000142443019339142
"69260",359.79959389064,-0.540664920030925,0.132518511823069,-4.07991994924294,4.50512123770326e-05,0.000142457148119234
"209232",2.81516725275766,5.05772199586945,1.23992077710709,4.07906867055637,4.52164801529256e-05,0.000142955193862606
"14069",42.0599477185912,-1.49215838671091,0.365852576114985,-4.07857832396932,4.53119371624104e-05,0.000143232394673212
"214084",44.3582841460965,-1.07670502886433,0.264010485801213,-4.07826615521263,4.53728073750605e-05,0.000143400189185889
"21376",1494.99542652012,0.55998926253131,0.137338002205928,4.07745309773508,4.55317107949147e-05,0.000143877705657588
"66399",205.65239768639,0.702833008948119,0.172386738758474,4.07707120634631,4.56065294264484e-05,0.000144089400536924
"320100",327.254086641394,-1.11043045841867,0.272376056745511,-4.07682845433134,4.56541490250998e-05,0.00014421510482058
"243653",12.8152028185076,-2.76993488652666,0.679563438280707,-4.07605049137809,4.58070765074343e-05,0.000144673361875024
"434341",592.035175714881,-1.6740176272967,0.410769506457026,-4.07532107661901,4.59509018234817e-05,0.000145102719134928
"26458",12.5295701782021,3.45079439458068,0.846836014981938,4.07492635354471,4.60289114177338e-05,0.000145324133390729
"208151",5.14837834380044,-3.15208110499559,0.773661238587832,-4.07423940580131,4.61649732778149e-05,0.000145728725006756
"53382",2364.68861189891,0.550299353488764,0.13507504869452,4.07402668966122,4.62071826595241e-05,0.000145836965085673
"19769",492.917163752666,1.34682708817034,0.330625585429716,4.07357188167956,4.62975532657649e-05,0.000146097146235223
"276846",630.269513909459,0.53284759288437,0.130820329680775,4.0731252870606,4.63864549423399e-05,0.000146352603641759
"380712",65.3327460302822,-0.84267008529267,0.206913742909999,-4.07256701967449,4.64978145049024e-05,0.000146678817625282
"56440",866.289481574845,-0.529502256961509,0.130031104337758,-4.07211997205005,4.65871714004575e-05,0.000146935523637654
"53378",7513.07220868422,0.584624737951892,0.14358799896667,4.07154318020405,4.67027024590507e-05,0.000147274680660815
"14824",3788.06025562232,-1.08013614114979,0.265334830048491,-4.07084189042347,4.68435363473943e-05,0.00014767465213289
"319159",5.57275630455595,2.63335998296399,0.646884999120327,4.0708317344582,4.68455788360513e-05,0.00014767465213289
"16784",7030.47063315363,-0.738310264742451,0.181369053426925,-4.07076207761056,4.6859589954857e-05,0.000147693534720778
"16407",14.9049020035694,1.83931275863535,0.451855217097726,4.07057988717998,4.68962554192152e-05,0.000147783801306522
"231214",307.905952778931,-1.96878147367862,0.483714735477999,-4.07012920897087,4.69870704277429e-05,0.000148044648834023
"231430",235.185179206761,0.648257880396675,0.159283692752448,4.06983206626287,4.70470380813334e-05,0.00014820823134159
"210766",406.537243055488,0.79652731829446,0.195723413107886,4.06965781786874,4.70822376501499e-05,0.000148293746468048
"68201",319.856992913581,0.985149478152367,0.242077161019486,4.06956804187351,4.71003828645755e-05,0.000148325525856923
"68023",342.264057496783,0.945384308357734,0.232336092470222,4.06903765276548,4.72077186583942e-05,0.000148638119640392
"70387",528.7357764744,0.751803105146732,0.184781934249166,4.0685963603616,4.7297200510877e-05,0.000148894401266332
"100042926",4.644898999117,5.78384420674718,1.42164067077047,4.06842905219684,4.73311679887542e-05,0.000148975862594347
"67988",1518.56185063419,-0.505552241138658,0.124282256859349,-4.06777486918985,4.7464204626469e-05,0.0001493690650807
"71956",51.5045759952581,1.24449562847281,0.305994857005321,4.06704753358377,4.76125340048965e-05,0.000149810250962433
"100861531",27520.2378981437,1.23298810036837,0.303239657308469,4.0660516217182,4.78163485728732e-05,0.000150425837394894
"100861727",2.26381101995437,-4.49111855373636,1.1045651315886,-4.06596082503272,4.78349713127657e-05,0.000150458716566784
"11839",2037.48985215638,5.5508232373392,1.36523847304124,4.065826847799,4.78624631045989e-05,0.000150519476198972
"217480",8.52262641984574,-4.16565993858549,1.02477683730983,-4.06494349493777,4.80441002285845e-05,0.000151064893700295
"72805",157.458494326594,0.70633002425312,0.173808826942134,4.06383287132061,4.82733967515783e-05,0.000151759954650301
"100038496",12.5480710730667,-1.96611575414576,0.483956385962776,-4.06258871909377,4.85314932598815e-05,0.000152545303071731
"102060",244.28435189836,0.584571759408244,0.143905007093192,4.0622058343646,4.86111847000764e-05,0.00015276971221753
"74156",7.51507608493044,-3.59480260369578,0.884963054683223,-4.06209342262606,4.86346049844338e-05,0.000152817232351259
"668773",177.40332196202,0.586602304288316,0.144424420421403,4.06165593447922,4.87258547761856e-05,0.000153077830403328
"66169",1024.62209068696,0.398349814285195,0.098082429336624,4.06137793465574,4.87839233459808e-05,0.000153234114733802
"72674",2058.872083167,0.389327638812015,0.0958689826828325,4.06103859576819,4.88548933273694e-05,0.000153430863182134
"110006",1193.20652283492,1.72015964489357,0.423584031515543,4.06096433507893,4.88704373972724e-05,0.00015345350678649
"215999",426.014715492656,-1.3350247422222,0.328801480875256,-4.06027594118012,4.90147537062202e-05,0.000153880419436084
"621156",238.66470760675,1.41154235455467,0.347654461362428,4.06018766168845,4.90332899995881e-05,0.000153912371081216
"67299",2780.87168125985,-0.859188380606519,0.211650361037805,-4.05947042279341,4.91841371845298e-05,0.000154359556498849
"236511",1413.51987855074,-0.615870494497719,0.151787742325629,-4.05744551609771,4.96123862379582e-05,0.000155677039502305
"18356",37.9038754285853,2.86610201337133,0.706413403960618,4.05725881941378,4.96520483323782e-05,0.000155774947340958
"217122",4.33641339495888,4.18048218423342,1.03041379367628,4.05709066579787,4.96877968370389e-05,0.000155860545683202
"68137",2104.45334961978,0.840039235719139,0.20717006535932,4.05482922574821,5.01709427751538e-05,0.000157349270877007
"100041649",838.400919451662,2.18917058147977,0.53995584031625,4.05435114878577,5.02736502614256e-05,0.000157644537170237
"14696",388.30268377084,3.54876000726274,0.875348003588566,4.05411332717306,5.03248167761698e-05,0.000157778111918886
"223739",1403.42149266907,0.874088368839755,0.215613481968027,4.05395971003972,5.03578932164232e-05,0.00015783109483802
"213827",3575.22540694049,1.07861617315836,0.266065142255187,4.05395522320563,5.03588596194737e-05,0.00015783109483802
"75019",13.8758469488302,5.89664216726556,1.45460514818461,4.05377512558974,5.03976647138159e-05,0.000157925833964516
"246103",2132.69197955822,-0.774624782628835,0.191090219311899,-4.0537123533491,5.04111967202176e-05,0.000157941358722029
"74777",545.474541853317,0.734719576048776,0.181256988814849,4.05346894954369,5.04637006066696e-05,0.000158052069955878
"260305",94.9425709917395,-2.15140863623283,0.530756751944592,-4.0534738905355,5.04626342853226e-05,0.000158052069955878
"12626",809.640943531178,-0.595047673228467,0.146841013993739,-4.05232609776065,5.07109154028711e-05,0.000158799334236916
"67445",33.3526477254094,-1.58905315702379,0.392138699970164,-4.0522732317537,5.07223787894813e-05,0.000158808223201959
"18557",910.643034052436,1.10076141609458,0.271648282132231,4.05215673537282,5.07476483620225e-05,0.000158860327998966
"270166",1345.09816717899,1.34174212152939,0.331225852742226,4.05083754912571,5.10346307486538e-05,0.000159731541046229
"20509",196.016319145379,-1.97588691055538,0.487807071346932,-4.05054995430788,5.10973994555432e-05,0.00015990081852055
"107358",7857.69361455438,0.623169455964587,0.153872065667065,4.04991934866817,5.12352878339858e-05,0.000160305073047949
"18391",492.503719349494,1.71989097712162,0.424692039848261,4.04973678747574,5.12752724857688e-05,0.000160402920876735
"214384",10.4849952228282,-3.89046594408231,0.960716484847604,-4.04954635987062,5.1317011555273e-05,0.0001605062228244
"620499",312.390854134693,0.601528403148039,0.148553569595065,4.04923560428547,5.1385193993574e-05,0.000160692183594375
"30956",474.086123101335,2.23339282163653,0.551659557426735,4.04849837471209,5.15472920869133e-05,0.000161171725113998
"381038",380.296122113742,0.520910189770382,0.128712325215892,4.04708864435979,5.18586063137993e-05,0.000162090055687657
"66790",136.944823687144,1.80863504533751,0.446894936047487,4.04711465592737,5.18528460147631e-05,0.000162090055687657
"65102",197.751417593969,0.606099737608973,0.149815007112051,4.0456543659585,5.21771696173861e-05,0.000163058082852161
"26407",832.97188165012,-0.540426082901175,0.13358844552341,-4.04545528457751,5.22215332798063e-05,0.000163169029743946
"225115",5412.84610050611,-2.0250920040697,0.500668137436027,-4.04477907150314,5.23724889097436e-05,0.000163612934899068
"16970",11.9813315744472,-1.88086819790297,0.46502273451929,-4.04468009472114,5.23946188295363e-05,0.000163654303054835
"140742",311.233976230382,-0.849360322702651,0.210068551168693,-4.04325310941275,5.27146606293486e-05,0.000164626025469504
"12385",9360.94552360401,-1.05829060158737,0.261766410003074,-4.04288159651554,5.27982863205944e-05,0.000164859224354944
"232910",1020.91701479573,1.22404465601372,0.302787338610432,4.04258864201908,5.2864317540146e-05,0.000165037415881097
"15547",624.651787984766,0.698966084084303,0.172916978163169,4.04220621658528,5.2950633043043e-05,0.000165278861878547
"75723",8359.76939199406,-1.38405541388542,0.342455262577866,-4.04156561492678,5.30955196096121e-05,0.000165703017385049
"64659",516.303030505115,0.734047123374906,0.181669419751793,4.04056513406494,5.33225527297382e-05,0.000166383352552562
"110355",2751.02711297454,0.819596596133464,0.202858249298546,4.04024287386641,5.33958769531848e-05,0.000166583917712469
"13605",350.417592385257,1.62605002550365,0.402480616811138,4.04007039739424,5.34351599572592e-05,0.000166678231457397
"20440",4456.14486078185,3.39797024430756,0.841118141195453,4.03982517780218,5.34910579798073e-05,0.000166796628877443
"20312",5242.88845311313,-1.64023555948909,0.406016547955471,-4.03982440555348,5.34912341020637e-05,0.000166796628877443
"19263",543.421148326074,-2.30330274616488,0.570181474468202,-4.03959589938121,5.35433723144892e-05,0.000166930937085454
"70127",22.0502006362002,3.54266605721938,0.877068552262178,4.03921226919146,5.36310134422928e-05,0.00016717586770153
"71887",138.570446899265,1.7428433188841,0.43159292315592,4.03816472740094,5.38710194079046e-05,0.000167895578936653
"107448",8.8581599939759,5.26169391986874,1.30315881649757,4.03764595171165,5.39902543588389e-05,0.000168238712727923
"14190",398.33875713974,-1.95761987363075,0.485062329230017,-4.03581097863909,5.44140124732019e-05,0.000169530492668201
"19207",94.8145752819801,-3.28064394459717,0.81297851448559,-4.03533904788737,5.45235057870561e-05,0.000169842888184244
"19125",442.655209584395,1.84560996592905,0.457526621341243,4.03388541746189,5.48620777913213e-05,0.000170868646544587
"17082",13.5316809558571,-2.92901990351672,0.726447619401865,-4.03197673898139,5.53096626236075e-05,0.000172233522389394
"243864",96.0898097859554,-2.53762415942601,0.629641871569259,-4.03026589242148,5.57137939322349e-05,0.000173462645869841
"215113",1068.36264536609,1.72669564122771,0.428440427306732,4.03018840234589,5.57321644736516e-05,0.000173490506247396
"16666",832.467054927915,-2.81065549781934,0.697889860318833,-4.02736256482547,5.64060182326061e-05,0.000175558487781774
"14618",171.988941548793,6.47257937126558,1.60744872061872,4.02661639419156,5.65852350693449e-05,0.000176086519069097
"218581",25.4328912055924,2.55371535740681,0.634244496403071,4.02638946319511,5.663984670856e-05,0.000176226680879472
"72354",404.963377806856,0.602425866582852,0.149687934529608,4.02454525460562,5.70855163074698e-05,0.000177583309979632
"12339",1307.47491810655,-0.315173748193722,0.0783221398369797,-4.02406968003846,5.7200980731087e-05,0.000177912442263768
"70951",51.8768236367483,-1.11824322071524,0.277970271960059,-4.02288781757181,5.74888829843044e-05,0.000178777706872149
"66904",1109.18605840078,0.909939172125004,0.226262378382435,4.0216105683597,5.7801564347877e-05,0.000179719723798963
"75660",111.914950564177,0.771561427778366,0.1918592976223,4.02149615546537,5.78296520546301e-05,0.000179776698173544
"72429",223.027060323525,0.852485000144545,0.211995226686641,4.02124620194699,5.78910591790595e-05,0.000179937216857532
"100039795",69.6513694769314,-3.02422923593846,0.752131819096781,-4.02087660587235,5.7981972571765e-05,0.000180189377377875
"17153",82.2076293363509,2.89860537707249,0.721009092800618,4.02020641073115,5.81471724502731e-05,0.000180672272414256
"67160",2439.28792954464,0.948593481230702,0.236003381820589,4.0194063064394,5.83449780708551e-05,0.000181256298501545
"102595",1708.85309383451,-1.45275456187854,0.361565510184301,-4.01795669376216,5.87049825357193e-05,0.000182343934451788
"69640",1470.69824709267,-1.69528992100484,0.421938464477183,-4.01786057382905,5.87289276846255e-05,0.000182387543507676
"632971",4.67598387918215,-4.52698499800278,1.1267496448503,-4.01773811839475,5.87594468636084e-05,0.000182451550607019
"14415",10.8932833948579,5.25379175630696,1.30850641010942,4.01510586093929,5.94191187703171e-05,0.000184468763095237
"77914",49.7963687314085,-3.00037639059128,0.747365186970737,-4.01460550062891,5.95453050814931e-05,0.000184829349707608
"100861855",89.9268979443026,1.89760477494535,0.472740722561146,4.01404974097594,5.96857600486941e-05,0.000185227024509482
"241525",38.2676803366518,1.89817301516649,0.472885908015291,4.01401899061265,5.96935406201742e-05,0.000185227024509482
"27398",495.01574583966,0.789464536570584,0.196682439577189,4.01390453701767,5.97225085361183e-05,0.000185285686550218
"18389",5.90925379460358,-3.55714906034137,0.88623798912564,-4.01376278605575,5.97584037990976e-05,0.000185365816905793
"26897",2276.50973681132,2.61170466034029,0.650788781542579,4.01313718738315,5.99170668603615e-05,0.00018582667207341
"319653",164.512214669551,-1.38470972516934,0.345051401494552,-4.01305347311043,5.99383285395054e-05,0.000185861307409551
"17922",3.74829520938392,-4.17232040209552,1.040064074924,-4.0115993838172,6.03087785979325e-05,0.000186978538529
"406219",62.2872380831842,2.2071071961192,0.55030284777578,4.01071374614889,6.05354686873419e-05,0.000187649761774415
"78890",98.5216052999855,0.840609897979225,0.209617961880013,4.01019974834217,6.06674026388496e-05,0.000188027080422343
"216850",11342.9202374427,-0.807429507484202,0.201362376790485,-4.00983302021868,6.07617014964768e-05,0.000188262861110974
"68354",3.69254893245689,4.43293324191489,1.10551805514242,4.00982437265018,6.0763926768181e-05,0.000188262861110974
"67495",1386.07120359262,0.781670525181152,0.194943418127757,4.00973027295993,6.07881463530391e-05,0.000188306214468121
"16832",592.747507242585,-0.916639192855452,0.22862598585015,-4.00933948714059,6.08888254980798e-05,0.00018858636566798
"78581",133.972542605225,0.516575948730849,0.128860548255971,4.00879831509572,6.10285097628817e-05,0.000188987209933391
"12323",6.91444591683464,-2.78987846388688,0.695972951814363,-4.0086018524338,6.10792946172288e-05,0.000189086350196731
"414091",19.5817569224506,1.67665680196562,0.418265451075525,4.0085950146116,6.10810628887285e-05,0.000189086350196731
"75555",5.62791497372385,-3.09677984625157,0.772662668385653,-4.00793253376893,6.12526114874307e-05,0.000189585532916131
"668166",148.787720314989,-0.797053609139758,0.198877361457798,-4.00776439961415,6.12962221414708e-05,0.000189688628284185
"15463",2113.70206062481,0.932299045794179,0.232679565268429,4.00679382703264,6.15485445727586e-05,0.000190437464496421
"26414",1.95854325914477,-4.25845852807335,1.06306180840853,-4.00584283471582,6.17967302570025e-05,0.000191173251717437
"58210",488.35332965131,2.19659614836584,0.548429269479122,4.005249665927,6.19520122477418e-05,0.000191621434825747
"13512",9.12538993636971,-3.43304723286052,0.857169433414144,-4.00509759101715,6.19918824514677e-05,0.000191712551491245
"18155",5.62785891658401,-4.76767372877115,1.19058297466069,-4.0044867348535,6.21522784175633e-05,0.000192176306045775
"233893",59.11245206239,0.82765067617574,0.206694114479462,4.00422952661277,6.22199325190092e-05,0.000192353192994042
