EntrezGeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
16885,198.161392,0.13441815,0.183734885,0.731587525,0.464420364,0.541603152
50724,283.0027263,-0.097346695,0.133037242,-0.731725146,0.464336345,0.541539468
11806,1.934297329,-0.759089804,1.037131979,-0.731912447,0.464222009,0.541440416
100862039,2.159820674,-0.537809581,0.734611787,-0.732100398,0.464107291,0.541340907
21771,1070.264184,-0.200213379,0.273407744,-0.73228862,0.463992424,0.54124121
56228,2375.259247,0.183082642,0.250012356,0.732294374,0.463988913,0.54124121
74438,1.149278359,-0.914468899,1.248603422,-0.732393395,0.463928489,0.541235207
231329,1118.963061,0.116047887,0.158374098,0.732745373,0.463713745,0.541018957
668923,26.45269776,0.317242583,0.432895997,0.732837875,0.463657318,0.540987402
211484,35.13741494,0.177172995,0.241758233,0.732851963,0.463648724,0.540987402
13340,105.8896496,-0.168940321,0.230456699,-0.733067523,0.463517247,0.54089252
17533,10.53987326,0.510243358,0.695911758,0.73320123,0.463435705,0.540831641
271144,10.29354963,-0.333760787,0.45511348,-0.733357287,0.463340543,0.54075486
17957,37.552797,-0.229897017,0.313484326,-0.733360483,0.463338594,0.54075486
12359,1385.626808,-0.165770996,0.226006369,-0.733479315,0.46326614,0.540736572
12259,25.18963767,0.604851623,0.822190355,0.735658865,0.461938329,0.539220899
19058,2368.528515,0.168695962,0.229278794,0.735767838,0.461871997,0.53917765
100526466,5.462409125,0.505437351,0.686584328,0.736162085,0.461632063,0.538931726
54422,0.940112327,0.820466637,1.114067742,0.736460276,0.461450634,0.538754075
73229,71.1660691,-0.218177785,0.295927085,-0.737268726,0.460958947,0.538214146
107047,208.6898908,-0.11521274,0.156192169,-0.737634552,0.460736553,0.537988595
27277,858.5435958,0.177659882,0.240805764,0.737772549,0.460652677,0.537924768
100502997,3.280703502,-0.54073031,0.73291739,-0.737777979,0.460649377,0.537924768
100503714,172.772203,-0.14328502,0.194043735,-0.73841611,0.460261628,0.537536303
71682,4.086791234,-0.494053989,0.668636505,-0.73889772,0.459969107,0.537228745
100043184,184.0212633,0.167971408,0.227253792,0.739135775,0.459824555,0.537093982
83673,1567.656522,-0.183083786,0.24759538,-0.739447504,0.459635306,0.53690699
171285,3.095228885,-0.717004783,0.969625148,-0.739465952,0.459624107,0.53690699
12865,77.8646468,0.253525515,0.342660811,0.739873096,0.459377001,0.536673353
100503981,913.4164065,-0.233083346,0.314967096,-0.740024432,0.45928517,0.536600116
67230,123.9900548,0.210334793,0.284167247,0.74017958,0.459191036,0.53652418
17752,1.130323188,-0.819596034,1.107145577,-0.740278471,0.459131042,0.536488125
320111,18.80881109,0.252807895,0.341382558,0.740541334,0.45897159,0.536335844
11553,7.120903631,-0.548349606,0.740404734,-0.740607915,0.458931207,0.536322691
68355,18.85930636,0.516295028,0.696970864,0.740769887,0.458832977,0.536241929
100502864,1.112816856,-0.863667965,1.165897345,-0.740775308,0.458829689,0.536241929
20964,6.948999085,-0.411695205,0.555545847,-0.741064319,0.458654443,0.53610133
72171,142.1071655,-0.212289723,0.286249675,-0.741624328,0.458314979,0.535738555
319642,1.27696799,-0.771017894,1.039191242,-0.741940331,0.458123489,0.535548714
227120,714.9452003,-0.555369611,0.748004271,-0.742468502,0.457803529,0.535208659
378472,1.679748246,0.61255861,0.824823684,0.742654002,0.457691185,0.535111295
672763,1.271700669,0.720511904,0.970010311,0.742787881,0.457610114,0.535050484
272538,278.2315135,0.129525888,0.174343667,0.742934287,0.457521466,0.534980806
240174,643.6616399,0.135112207,0.18183602,0.743044238,0.457454898,0.534936939
320936,1.115913447,-0.867109743,1.166958479,-0.743051067,0.457450764,0.534936939
107566,648.7117227,-0.116786717,0.157144137,-0.743182145,0.457371412,0.534907254
68487,8.673741311,0.439046204,0.590585682,0.743408142,0.457234617,0.534781236
110920,1745.123682,-0.149439825,0.200821843,-0.74414129,0.456791002,0.534296323
791303,2.519697431,0.539643107,0.724899275,0.744438746,0.456611086,0.534119809
442802,11.57423453,0.348704583,0.468398404,0.744461509,0.456597319,0.534119809
100504925,1164.998773,-0.089421612,0.120042067,-0.74491896,0.456320713,0.533847975
100862338,3.014018269,0.485851995,0.652029609,0.745137933,0.45618834,0.533727024
76804,640.4802439,-0.174451936,0.234023126,-0.74544742,0.456001286,0.533542078
13996,45.33915948,-0.195998885,0.262866648,-0.74562097,0.455896412,0.533453269
71893,406.432044,0.311427095,0.417568843,0.745810182,0.455782088,0.53335339
72615,513.3723908,0.14164085,0.189903943,0.745855234,0.45575487,0.53335339
233765,586.2177179,-0.372874083,0.499854449,-0.745965318,0.455688366,0.533311503
67201,1153.483172,0.080420928,0.107788467,0.746099559,0.455607276,0.533250494
619331,8.431327838,0.391984585,0.525303435,0.74620602,0.455542972,0.533209125
14790,953.8080281,-0.139150439,0.186270549,-0.747034034,0.455043017,0.532657792
11671,897.7737059,0.20147712,0.269679424,0.7470986,0.455004045,0.532646035
70887,2.161634941,-0.768869642,1.029076541,-0.747145243,0.454975893,0.532646035
17178,1537.288921,-0.254129489,0.33981091,-0.747855591,0.454547267,0.53217898
666738,5.281859756,0.422727984,0.565206386,0.747917919,0.454509669,0.532168799
433134,0.722745107,-1.452646664,1.941562059,-0.748184513,0.454348871,0.532014357
54364,163.0725965,0.104131121,0.139095198,0.748632034,0.454079019,0.531732191
272322,37.04973775,0.285904999,0.381653058,0.749122776,0.453783208,0.53141959
237988,790.0241378,-0.377892303,0.504423687,-0.749156537,0.453762862,0.53141959
68161,60.90929747,0.141077222,0.188273958,0.74931883,0.453665061,0.531348818
12978,21.70610856,-0.613488791,0.817796138,-0.750173255,0.453150365,0.53077975
19057,251.1144934,0.113316092,0.151045489,0.750211693,0.453127217,0.53077975
104884,238.6230961,0.117907345,0.157100421,0.750522141,0.452940294,0.530601198
625785,67.18217979,-0.119620886,0.15916826,-0.751537313,0.452329354,0.52991922
449521,60.56830516,0.226612536,0.301337226,0.752023036,0.452037206,0.529610656
76477,11.56028744,0.411050502,0.546276228,0.752459069,0.451775036,0.529337177
23802,2207.332665,-0.073334917,0.097438181,-0.75263019,0.45167217,0.529250329
380614,232.6643141,0.23124986,0.306932116,0.75342347,0.451195484,0.528725414
22640,247.4707446,0.166707523,0.221245278,0.753496411,0.451151667,0.528707717
235459,610.0850118,-0.089675393,0.118927986,-0.754031041,0.450830583,0.528365064
22260,1786.256198,-0.111084048,0.147274571,-0.754264958,0.450690139,0.528234089
432516,7.360134046,-0.36371453,0.482152265,-0.754356156,0.450635391,0.528203543
19298,986.1650759,-0.124341865,0.164792754,-0.754534783,0.450528167,0.528111481
381917,5.452793962,0.388503155,0.514464992,0.755159557,0.450153252,0.527705598
14864,0.815910703,-0.918609196,1.215809323,-0.75555367,0.449916842,0.527462041
100861897,1.963446346,-0.738427986,0.977195283,-0.755660612,0.449852705,0.527420431
12508,2.813751294,-0.545752587,0.722078838,-0.75580748,0.449764631,0.527350749
209003,81.81633204,-0.132127219,0.174729826,-0.756180108,0.449541218,0.527122361
104709,9.703822965,-0.525190057,0.69382608,-0.756947702,0.449081195,0.526616485
81601,802.0212728,0.177512481,0.234325364,0.757547018,0.448722208,0.526229031
20773,1753.716648,-0.129064767,0.170202929,-0.758299332,0.448271807,0.525734318
56736,1195.662004,0.223184344,0.294121101,0.758817858,0.447961521,0.525403879
217038,115.7975624,0.183995811,0.242462381,0.758863337,0.447934313,0.525403879
207798,148.4197866,0.244314927,0.321896933,0.758984948,0.447861561,0.525353565
219134,458.3259202,-0.426279406,0.561362442,-0.75936574,0.447633802,0.525119852
12145,9.680461685,-0.355994281,0.46847603,-0.759898605,0.447315196,0.524779528
20382,7961.75851,-0.147764104,0.194332799,-0.760366263,0.447035684,0.524485029
214766,1.511112568,-0.840642431,1.105227665,-0.760605672,0.446892631,0.524350603
100503619,9.361838543,0.502124556,0.660139782,0.760633686,0.446875894,0.524350603
18037,763.7505016,0.373869421,0.491446214,0.760753485,0.446804322,0.524313809
434178,108.3330853,0.176503792,0.231750445,0.761611449,0.446291939,0.52374592
13421,4.599897853,-0.866471261,1.137670416,-0.761618874,0.446287507,0.52374592
386454,195.5026322,-0.363537373,0.476502363,-0.762928794,0.445505863,0.522890072
18291,1.927769788,0.647977297,0.849263549,0.762987294,0.445470974,0.522882453
12567,2182.021242,0.244422594,0.320248454,0.763228023,0.445327419,0.522747276
20365,251.9720589,-0.133527598,0.174748892,-0.764111275,0.444800934,0.52216255
320508,790.8388439,0.29314127,0.383605587,0.764173622,0.444763784,0.522152229
100201,1672.392715,-0.320545654,0.419367929,-0.76435424,0.444656171,0.522059177
216766,628.7777854,0.115007557,0.150430972,0.764520465,0.444557146,0.521976197
268373,7858.975956,0.097724414,0.12778683,0.764745586,0.444423055,0.521852032
231889,761.4420669,0.118564418,0.154996127,0.764950843,0.444300817,0.521741769
791357,13.60278556,-0.256111132,0.334763525,-0.765050888,0.444241243,0.521705083
76500,880.7893916,0.177102792,0.231477108,0.76509852,0.444212881,0.521705051
244631,313.4149391,0.135077863,0.176549413,0.765099476,0.444212312,0.521705051
233079,1.062840073,-1.106128083,1.445092401,-0.765437617,0.444011001,0.521534483
19659,2487.062132,-0.569498427,0.743830373,-0.765629434,0.443896826,0.521433636
229663,5739.84943,-0.068364314,0.089283731,-0.765697323,0.44385642,0.521419438
72937,6.161170176,-0.385463432,0.50337915,-0.765751683,0.443824068,0.521414699
380664,1226.451522,-0.130576176,0.17048667,-0.765902554,0.443734286,0.521342484
217578,3100.688938,0.296512764,0.387021902,0.766139494,0.443593306,0.521210104
16569,421.1777742,-0.189200617,0.246873286,-0.766387568,0.443445728,0.521069955
668620,0.898857319,-0.848186093,1.106364297,-0.766642683,0.44329399,0.520924899
56077,248.689361,0.114484009,0.149320753,0.766698582,0.443260747,0.52091908
338417,10.51358594,0.432099305,0.563559315,0.766732611,0.44324051,0.52091908
20737,3.460277946,0.657995066,0.858083178,0.766819678,0.443188735,0.520900944
17254,7070.632333,0.145341225,0.189465937,0.767110054,0.443016085,0.520731259
100502987,430.0828702,-0.1356262,0.176780587,-0.767200755,0.442962164,0.520701119
212198,68.01879177,-0.153384285,0.199875149,-0.767400477,0.442843445,0.5205948
666038,25.78911686,-0.195615504,0.254810638,-0.767689707,0.442671552,0.520425954
15277,2060.40244,0.288747062,0.376000846,0.767942584,0.442521297,0.520282526
320226,94.73082836,0.206054852,0.268288767,0.768033838,0.442467082,0.520252004
208908,86.00540919,-0.231828906,0.301828734,-0.768080968,0.442439083,0.520252004
26456,661.006884,-0.489667249,0.637335815,-0.768303362,0.442306977,0.520130181
21685,562.7095236,-0.226517637,0.294816733,-0.76833372,0.442288946,0.520130181
100861838,0.744788809,1.289258479,1.677002916,0.768787261,0.442019612,0.519858656
245536,1.480618647,-0.872167275,1.134418098,-0.768823485,0.441998105,0.519858656
17685,577.901318,-0.193148046,0.250912795,-0.769781573,0.441429472,0.519230923
100504266,0.990998772,-0.968260027,1.257603428,-0.769924768,0.441344521,0.519164164
723827,1.347892154,-0.7955117,1.032962093,-0.770126711,0.441224733,0.519056415
67392,813.8196886,-0.188758834,0.245084401,-0.770178896,0.441193781,0.519053165
17133,12652.54403,-0.210713708,0.273380918,-0.770769626,0.440843494,0.518674201
69544,18.46227724,0.26186973,0.33968511,0.770919073,0.440754901,0.518603105
22782,901.6570762,0.252014949,0.326411904,0.772076463,0.440069141,0.517829314
69116,5002.166646,-0.099139606,0.128297989,-0.772729225,0.439682647,0.517407591
574428,148.051806,-0.289334024,0.374353214,-0.77289045,0.439587217,0.517328354
218734,316.49679,-0.232495765,0.300640942,-0.773333678,0.43932493,0.517052728
68597,298.3089802,0.195180405,0.252337957,0.773488093,0.439233573,0.516978252
26428,833.7330211,-0.130720376,0.168913755,-0.773888286,0.438996857,0.516732668
13557,453.3593959,0.213463751,0.275788668,0.774012044,0.438923669,0.51667955
69802,278.5845059,-0.09544941,0.123243749,-0.774476682,0.438648952,0.51638918
97212,4258.080922,-0.231454182,0.298708667,-0.774849235,0.438428752,0.516162955
629820,2.314265595,0.58555137,0.755614496,0.774934009,0.438378655,0.516136977
360013,2674.572618,0.181105682,0.233601109,0.775277492,0.438175706,0.51593102
67204,2017.063991,0.135233888,0.174381552,0.775505702,0.438040898,0.515805273
100040697,10.79472637,-0.611367803,0.788155419,-0.775694473,0.437929404,0.515706966
73341,582.1517894,0.611286181,0.786230557,0.777489726,0.436869893,0.514492187
74122,706.4641912,0.20567491,0.26406795,0.778871158,0.436055616,0.513566077
100502582,2.500555941,-0.608257224,0.780930737,-0.778887545,0.436045962,0.513566077
67008,256.5649876,0.162834979,0.209028454,0.779008678,0.435974603,0.513536359
100504072,3.817449863,0.541033399,0.694355873,0.779187474,0.435869288,0.513445153
223455,1992.809314,0.083468532,0.107057429,0.779661286,0.435590272,0.513149307
16323,22.73380708,-0.647132635,0.829724436,-0.779936816,0.435428067,0.512991042
73086,244.62147,-0.15732458,0.20161195,-0.780333608,0.435194536,0.51274872
19336,875.1330982,-0.065526321,0.083971955,-0.78033578,0.435193257,0.51274872
100217459,4.701514262,-0.607630549,0.778678296,-0.780335798,0.435193247,0.51274872
100861705,2.910042981,0.54900713,0.703549025,0.780339551,0.435191039,0.51274872
20204,14.49335134,0.43912307,0.562515379,0.780641893,0.435013145,0.512666221
665137,90.8541284,-0.256333095,0.328305384,-0.780776398,0.434934018,0.512605778
224432,964.822009,0.148826439,0.190587988,0.780880479,0.434872794,0.51256643
227638,318.2007812,-0.258525008,0.330785797,-0.78154809,0.434480204,0.512136483
66877,674.4495491,-0.090104519,0.115263447,-0.781726744,0.434375181,0.512045468
71373,0.955489616,-1.025983505,1.31231292,-0.781813156,0.434324388,0.512018373
216974,38.78590458,0.184374042,0.235815254,0.781857997,0.434298032,0.512018373
56079,6.110325997,0.513776319,0.65661977,0.782456366,0.433946419,0.511638306
12663,479.7919962,-0.165223365,0.211134269,-0.78255115,0.433890738,0.511605414
100503977,1.056064894,-0.946608732,1.209459075,-0.782671155,0.433820245,0.511555054
17261,1606.506476,0.238403273,0.304465551,0.783022158,0.4336141,0.511344718
24110,34.90528549,0.574951684,0.73348529,0.783862597,0.433120739,0.51079563
217109,657.4100847,-0.169655144,0.216336025,-0.784220496,0.432910741,0.510580673
76117,1.357976355,-0.836793746,1.066072312,-0.784931507,0.432493728,0.510121518
432982,2.686270608,0.668013097,0.850963128,0.785008275,0.432448717,0.510101104
20678,171.7621113,-0.189364431,0.241219853,-0.785028379,0.43243693,0.510101104
226418,787.6187807,0.241959372,0.308048573,0.785458507,0.432184789,0.509855108
100502695,2.108706336,0.623492604,0.793690259,0.785561619,0.432124358,0.50981648
100502721,0.936720412,1.024341662,1.303610559,0.785772757,0.43200063,0.509703165
100504244,0.762301368,-1.026825583,1.306601913,-0.78587485,0.43194081,0.509665244
112403,460.9326245,0.134640402,0.171228738,0.786318951,0.431680653,0.509390916
240110,4.05690119,0.453718538,0.576874977,0.78651104,0.431568154,0.509290804
97775,109.5619682,0.175472275,0.223088972,0.786557371,0.431541022,0.509290804
15312,3516.163614,0.145684679,0.185044369,0.78729593,0.431108651,0.508813768
235323,237.0079154,-0.164320619,0.208677852,-0.787436795,0.431026215,0.508749083
666385,1.186522038,0.908561068,1.153678438,0.787534063,0.430969296,0.508714511
105440,496.483912,-0.151875812,0.192742841,-0.787971224,0.430713538,0.50844521
11843,9269.067646,-0.115424392,0.146359161,-0.788637971,0.430323632,0.508017505
319190,46.5076997,0.327841171,0.415583389,0.788869766,0.430188128,0.5078901
194268,126.0302517,0.192461319,0.243857634,0.789236389,0.429973858,0.507669679
18711,564.739201,0.271918637,0.344395775,0.789552768,0.429789001,0.507483961
226180,2.725891244,-0.636194674,0.805631789,-0.789684174,0.429712236,0.507425858
100502989,1.140276181,1.020302911,1.291996674,0.789710169,0.429697051,0.507425858
319278,268.9268748,-0.186334554,0.235940743,-0.789751495,0.429672912,0.507425858
258783,8.146868126,-0.421352726,0.533422393,-0.789904459,0.429583567,0.507371535
99152,1677.458111,-0.143892269,0.182125394,-0.790072518,0.429485418,0.507288152
73674,605.4416434,-0.156011589,0.19734317,-0.790559863,0.429200876,0.506984586
20963,22.49712497,0.760057891,0.961036647,0.790872953,0.429018133,0.506801237
64103,6.761817064,-0.651629157,0.823802785,-0.791001402,0.428943173,0.506745198
22154,2036.056731,-0.158286652,0.200024202,-0.791337502,0.42874707,0.506546025
16173,5.318673576,-0.454879882,0.574723347,-0.791476255,0.428666127,0.506482892
666202,2.026431301,0.623204558,0.787258006,0.791614125,0.428585708,0.506420371
93893,25.83289523,-0.307583463,0.388209484,-0.792313108,0.42817813,0.505971243
26441,791.2979857,-0.0880582,0.111131856,-0.792375856,0.428141553,0.505960492
70533,106.9045384,-0.123402817,0.155687509,-0.792631457,0.427992576,0.5058169
72039,504.4098433,0.116290214,0.146673299,0.792851968,0.427864075,0.505697491
83383,59.3443028,0.37308209,0.470454772,0.793024351,0.427763635,0.505611235
72349,884.46855,0.251289995,0.316861857,0.793058519,0.427743729,0.505611235
66276,160.2457119,0.146754782,0.185027585,0.793150827,0.427689953,0.505589054
17395,4.83765847,0.58820934,0.741470301,0.793301282,0.42760231,0.505517903
22594,576.9000343,0.114739212,0.144414028,0.794515696,0.426895275,0.504714441
74205,2028.376619,0.256679083,0.323054546,0.794537906,0.426882351,0.504714441
56327,283.7349064,-0.098479476,0.123898626,-0.794839129,0.426707086,0.504556742
71775,17.017276,-0.649915533,0.817484876,-0.795018418,0.426602788,0.504465811
13480,752.4376178,0.13590187,0.170936583,0.795042625,0.426588708,0.504465811
18637,468.8658442,0.176570813,0.221918001,0.795657909,0.426230898,0.504090791
245446,2.129485654,1.015591844,1.275503733,0.796228045,0.4258995,0.50373121
226654,3.83133499,0.474400856,0.59564987,0.796442474,0.425774899,0.503616189
217031,418.9467855,0.198223674,0.248862884,0.796517628,0.425731233,0.503596891
57264,0.987565894,-1.156145766,1.450493155,-0.797070818,0.425409903,0.50324912
215929,1.012781705,0.917325875,1.150865071,0.797075086,0.425407425,0.50324912
267019,1903.178373,0.184785459,0.231789912,0.797210966,0.425328518,0.503217503
20362,702.8942547,0.140015206,0.175484724,0.797876889,0.424941936,0.502792435
71929,4270.854363,-0.186113129,0.233176226,-0.798165113,0.424774679,0.502626835
72246,0.885351282,-1.028595663,1.288680267,-0.798177554,0.424767461,0.502626835
668128,1.762265434,0.935326319,1.17180199,0.798194854,0.424757423,0.502626835
60411,45.65695612,0.343314054,0.429775591,0.798821666,0.424393826,0.502273012
78920,2483.215602,-0.128710778,0.161061615,-0.799139995,0.424209241,0.502086826
12306,7843.310937,-0.576349245,0.720673786,-0.799736658,0.423863389,0.501709731
68697,1.52763079,0.778217614,0.972980647,0.799828461,0.423810191,0.501679013
17926,5.221223396,-0.549317443,0.686574048,-0.800084776,0.423661681,0.501535459
66273,224.821131,0.275979167,0.34492948,0.800103162,0.423651029,0.501535459
66128,138.2477304,-0.140454906,0.175471695,-0.800441952,0.423454783,0.501354997
57261,2982.745894,0.155498369,0.19408614,0.801182242,0.42302615,0.500879719
20610,1308.720601,0.158477987,0.197805022,0.801182831,0.423025809,0.500879719
64580,0.676477042,2.450668091,3.056283549,0.801845788,0.422642169,0.500489437
667728,636.5298287,-0.125562907,0.156454794,-0.802550714,0.422234465,0.500038796
71567,214.4645143,-0.141304326,0.175996722,-0.802880444,0.422043841,0.499845194
100503495,1.713844137,0.918807692,1.143787855,0.803302542,0.421799889,0.499588406
80749,53.9699348,0.138131676,0.171939632,0.803373104,0.421759116,0.499572248
268417,842.3857085,0.150170801,0.186920425,0.803394285,0.421746877,0.499572248
100504104,8.570530905,0.391961542,0.48768265,0.803722548,0.421557229,0.499397366
19152,14.05611083,-0.461562207,0.574179036,-0.80386461,0.42147517,0.499332281
387247,5.421730641,-0.406213776,0.505302402,-0.803902324,0.421453388,0.499332281
338365,358.2786375,0.342977166,0.426378974,0.80439512,0.421168819,0.499033556
54698,1.356750158,-0.992004605,1.233142078,-0.804452806,0.421135514,0.499026207
76482,574.4497516,0.172339777,0.213911701,0.805658484,0.420439794,0.498233873
445007,797.7275993,0.126164026,0.15659456,0.805673106,0.420431361,0.498233873
71833,1142.960356,0.115997881,0.143935055,0.805904304,0.420298029,0.498129996
72873,10.63379261,0.35155689,0.436165901,0.806016447,0.420233366,0.498085418
270110,4253.751655,0.239915252,0.297459292,0.806548183,0.419926837,0.497754143
243853,394.4758678,-0.081092024,0.100537575,-0.806584241,0.419906056,0.497754143
74112,1657.547297,0.076238183,0.094509518,0.806672004,0.419855478,0.497733641
102774,119.8212969,-0.329334463,0.408067149,-0.807059483,0.419632214,0.497500995
545428,428.7430904,0.61373779,0.759843912,0.807715612,0.419254314,0.497084977
20821,264.5306778,0.239861581,0.296889484,0.807915383,0.419139295,0.496980607
98432,1082.015166,0.102235152,0.126512352,0.808104112,0.419030651,0.496883782
70573,176.8895415,-0.191995451,0.237562213,-0.808190194,0.418981102,0.496857025
106757,11.88226777,0.466252425,0.576616174,0.808601017,0.418744679,0.496608642
246735,1.827360909,-0.760533206,0.939510746,-0.80949921,0.418228057,0.496027905
100503370,5.045817982,-0.450332517,0.556238715,-0.809602972,0.418168399,0.495989097
236790,815.5692846,-0.274536703,0.33867359,-0.810623299,0.417582032,0.495325515
22346,301.0915721,0.158619604,0.195657824,0.810699007,0.417538543,0.495305837
319939,2953.633848,-0.192751798,0.237704334,-0.810888868,0.417429494,0.49520838
50776,91.88461775,-0.18324896,0.225957211,-0.810989656,0.417371611,0.495171616
670211,0.942558167,-0.923570092,1.138817225,-0.810990624,0.417371055,0.495171616
215814,54.53140963,0.230686826,0.284360891,0.811246671,0.417224028,0.495060319
74653,158.3213572,0.127240005,0.156812701,0.811413899,0.41712802,0.494978297
13436,251.1351811,0.257168843,0.316768321,0.81185152,0.416876835,0.494712114
68839,507.7224872,-0.236563799,0.291077595,-0.812717306,0.416380156,0.494154549
100526465,3.448592364,0.595649532,0.732604332,0.813057616,0.416185025,0.493954807
76405,0.977936993,1.142360581,1.404537924,0.813335519,0.416025718,0.49379756
100340,235.5255895,0.491553292,0.604050228,0.813762282,0.415781147,0.493539083
232077,1.349556131,-1.34806208,1.655726773,-0.814181483,0.415540992,0.493285815
381644,248.2462449,-0.195011027,0.239510994,-0.814204908,0.415527574,0.493285815
667350,35.35000026,0.186089564,0.228348676,0.814936033,0.415108926,0.49283646
18407,8.12698111,0.617560098,0.757627768,0.815123368,0.415001697,0.492740924
57753,472.122525,0.215661243,0.264505588,0.815337192,0.414879325,0.492627395
217219,171.1283873,-0.281983299,0.345780815,-0.815497237,0.414787746,0.492550417
52898,880.4452229,0.181641597,0.222678147,0.815713617,0.414663949,0.492435169
228889,1345.943895,0.160995573,0.197306728,0.815965956,0.414519607,0.492295506
17117,114.0229955,0.221702804,0.271605651,0.816267275,0.414347287,0.492122595
23821,1089.53566,-0.139336346,0.170655785,-0.816475962,0.414227966,0.492012614
404545,1.590683869,0.920629856,1.1270497,0.816849387,0.414014505,0.491790793
22228,9234.900914,0.099255781,0.121509887,0.816853539,0.414012132,0.491790793
20907,153.6956787,-0.251227732,0.307419454,-0.817214814,0.413805678,0.491606165
100041119,1.158218771,1.496997915,1.831633149,0.817302262,0.413755715,0.491578524
17755,1546.119513,-0.531663794,0.649547941,-0.818513554,0.413064006,0.490788381
21857,226.122816,0.462780188,0.56535766,0.818561808,0.413036465,0.490787327
78376,7.589736689,-0.417432367,0.509906164,-0.818645461,0.412988722,0.490762267
213980,6.287770323,-0.407804269,0.497840659,-0.819146169,0.412703024,0.490454419
69745,136.018449,-0.171073556,0.208759756,-0.81947574,0.412515037,0.49026266
234700,3.588606998,-0.615287799,0.750769811,-0.819542542,0.412476941,0.490249026
16905,37999.92301,-0.358398696,0.437313738,-0.819545934,0.412475006,0.490249026
630146,3.997150439,0.541407671,0.660490335,0.819705668,0.412383918,0.490201749
263803,156.4542673,0.298314412,0.363807391,0.819978977,0.412228092,0.490048154
100042856,512.3010487,0.66137209,0.806555516,0.819995743,0.412218534,0.490048154
53321,108.8881662,0.28597345,0.348682635,0.82015398,0.412128333,0.489992833
234733,478.9011879,-0.17919268,0.21848146,-0.82017339,0.412117269,0.489992833
17151,547.5024305,-0.113946788,0.138914075,-0.820268126,0.412063273,0.489978756
100502816,80.25302111,0.223285082,0.272101199,0.820595728,0.411876582,0.489788394
71163,40.85789402,0.19504798,0.23760408,0.820894911,0.41170613,0.48961732
68944,887.9052635,-0.163517869,0.199046037,-0.821507784,0.411357092,0.489233829
77700,72.2390038,0.73120054,0.889875787,0.821688319,0.411254309,0.489143181
66959,11.68664971,-0.5505678,0.66997401,-0.821774862,0.411205043,0.489116179
76282,352.7563954,-0.210733176,0.256366146,-0.822000798,0.411076443,0.488994802
68153,426.5539437,-0.103720869,0.126158562,-0.822146885,0.410993304,0.488927491
226123,117.7059366,0.222651868,0.270744582,0.822368692,0.410867092,0.488808928
66656,2533.173367,0.110608815,0.134441677,0.82272713,0.410663184,0.488597906
22376,2.190510867,-0.813960667,0.989090331,-0.822938655,0.410542879,0.488486335
52575,419.2194971,-0.148434704,0.180337774,-0.823092693,0.410455284,0.48841367
17120,489.9598676,0.121368137,0.14716038,0.824733782,0.409522748,0.487335511
19989,10540.49205,-0.167394649,0.202927301,-0.824899595,0.409428596,0.48725496
72098,497.7865286,-0.160967196,0.195131034,-0.824918476,0.409417876,0.48725496
100861725,6.161480625,-0.513000429,0.621788697,-0.825039812,0.409348989,0.487223202
217536,298.2222206,0.14900387,0.180597405,0.825060969,0.409336977,0.487223202
244650,571.0181709,-0.138649665,0.168018615,-0.825204194,0.409255673,0.487175117
59069,4440.968157,-0.07426556,0.089995128,-0.825217556,0.409248088,0.487175117
15903,737.1189033,-0.765046941,0.927052451,-0.825246662,0.409231566,0.487175117
67333,1107.559876,0.163515082,0.198017041,0.825762678,0.408938729,0.486892261
676246,2.520649208,-0.698358974,0.84550275,-0.825968898,0.408821735,0.486784442
101835,58.3888524,-0.242565683,0.293660358,-0.826007584,0.40879979,0.486784442
16517,1.105999245,-1.015704718,1.229380899,-0.826192044,0.408695161,0.486696675
70101,224.2351485,0.264110191,0.319596286,0.82638692,0.408584641,0.486596533
12921,2.129000317,1.569721546,1.898991265,0.826608092,0.408459229,0.486478641
724063,1.184619922,0.91021788,1.10032148,0.827229038,0.408107256,0.486090879
433791,89.93731414,-0.563210049,0.680809017,-0.827265848,0.408086396,0.486090879
20224,3903.813599,0.110412561,0.13345897,0.827314652,0.408058741,0.486090879
100503569,8.134323676,0.314936429,0.380633306,0.827401134,0.408009738,0.486069054
28105,70.29568895,0.412781738,0.498422359,0.828176605,0.407570491,0.485577188
100505355,1.546739664,0.857912734,1.0358412,0.828228047,0.407541363,0.485573904
241694,328.2482654,0.17197046,0.207633394,0.828240857,0.40753411,0.485573904
52700,1135.209477,0.161399335,0.194854305,0.82830777,0.407496224,0.485573904
68312,102.7137302,0.680623992,0.821411427,0.828603023,0.407329077,0.485415203
622037,1.68590031,0.930171019,1.122467987,0.828683784,0.407283364,0.485392141
100503794,2.669856178,0.77673862,0.937140869,0.828838701,0.407195686,0.48531906
52202,417.3663627,0.218028261,0.26304856,0.828851756,0.407188298,0.48531906
320187,10.57500909,-0.483082383,0.582457932,-0.829385877,0.40688609,0.485012856
74931,0.87043512,-1.081607588,1.303588181,-0.829715706,0.406699539,0.484821871
20682,5951.567522,0.180138174,0.217090769,0.829782741,0.406661631,0.484808068
114863,1631.190069,0.218266379,0.262989582,0.829943059,0.406570978,0.484731379
235406,272.544865,0.30200172,0.36373285,0.830284426,0.406377991,0.484532666
234365,8.955756254,0.393927661,0.474370406,0.830422083,0.406300185,0.484471267
